Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,duration_mins,genres_list,primary_genre,text_features
The Testaments,Margaret Atwood,4.6,10693.0,1093,Winner of the Booker Prize 2019 The British Book Awards Audiobook of the Year 2020,13 hours and 18 minutes,",#1,330 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Dystopian Science Fiction,#82 in Literary Fiction,#272 in Science Fiction (Books)",798,"['Dystopian Science Fiction', 'Literary Fiction', 'Science Fiction (Books)']",Dystopian Science Fiction,Winner of the Booker Prize 2019 The British Book Awards Audiobook of the Year 2020 Dystopian Science Fiction Margaret Atwood
The Great Gatsby,F. Scott Fitzgerald,4.2,10685.0,501,"Audie Award Finalist, Classic, 2014",4 hours and 49 minutes,",#150 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Movie, TV & Video Game Tie-In Fiction,#8 in Literary Fiction,#8 in Classic Literature",289,"['Movie', 'Literary Fiction', 'Classic Literature']",Movie,"Audie Award Finalist, Classic, 2014 Movie F. Scott Fitzgerald"
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,10368.0,18149,"The complete, unabridged audiobook of A Dance with Dragons.",48 hours and 53 minutes,",#1,086 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fantasy Movie, TV & Video Game Tie-Ins,#6 in Movie, TV & Video Game Tie-In Fiction,#22 in Action & Adventure Fiction",2933,"['Fantasy Movie', 'Movie', 'Action & Adventure Fiction']",Fantasy Movie,"The complete, unabridged audiobook of A Dance with Dragons. Fantasy Movie George R. R. Martin"
"Killing Floor: Jack Reacher, Book 1",Lee Child,4.4,10141.0,1093,"Brought to you by Penguin, Killing Floor is the first instalment in Lee Child’s internationally popular Jack Reacher series, read by Jeff Harding.",15 hours and 39 minutes,",#812 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Crime Thrillers,#13 in Suspense,#22 in Mysteries",939,"['Crime Thrillers', 'Suspense', 'Mysteries']",Crime Thrillers,"Brought to you by Penguin, Killing Floor is the first instalment in Lee Child’s internationally popular Jack Reacher series, read by Jeff Harding. Crime Thrillers Lee Child"
The Help,Kathryn Stockett,4.7,10061.0,1382,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Kathryn Stockett"
"Thinking, Fast and Slow",Daniel Kahneman,4.4,9865.0,1093,Brought to you by Penguin.,20 hours and 1 minute,",#13 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Business Decision Making & Problem Solving,#3 in Psychology (Audible Audiobooks & Originals),#8 in Personal Success",1201,"['Business Decision Making & Problem Solving', 'Personal Success']",Business Decision Making & Problem Solving,Brought to you by Penguin. Business Decision Making & Problem Solving Daniel Kahneman
Pride and Prejudice,Jane Austen,4.5,9650.0,32,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Jane Austen"
Behind Closed Doors,B A Paris,4.3,9641.0,713,"In this dark, psychological thriller, Georgia Maguire pushes listeners to explore the furthest limits of their moral codes. If the circumstances were bleak enough, what would you be willing to do to protect the ones you love?",8 hours and 46 minutes,",#3,892 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#31 in Psychological Fiction,#59 in Psychological Thrillers,#61 in Crime Thrillers",526,"['Psychological Fiction', 'Psychological Thrillers', 'Crime Thrillers']",Psychological Fiction,"In this dark, psychological thriller, Georgia Maguire pushes listeners to explore the furthest limits of their moral codes. If the circumstances were bleak enough, what would you be willing to do to protect the ones you love? Psychological Fiction B A Paris"
Winter of the World,Ken Follett,4.5,9634.0,323,"Five linked families live out their destinies as the world is shaken by tyranny and war in the mid-20th century. Berlin in 1933 is in upheaval. Eleven-year-old Carla von Ulrich struggles to understand the tensions disrupting her family as Hitler strengthens his grip on Germany. Into this turmoil step her mother’s formidable friend and former British MP, Ethel Leckwith, and her student son, Lloyd, who soon learns for himself the brutal reality of Nazism.",31 hours and 43 minutes,",#1,992 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#69 in Historical Fiction (Audible Audiobooks & Originals),#1,157 in Historical Fiction (Books)",1903,[],Other,"Five linked families live out their destinies as the world is shaken by tyranny and war in the mid-20th century. Berlin in 1933 is in upheaval. Eleven-year-old Carla von Ulrich struggles to understand the tensions disrupting her family as Hitler strengthens his grip on Germany. Into this turmoil step her mother’s formidable friend and former British MP, Ethel Leckwith, and her student son, Lloyd,  Other Ken Follett"
The Intelligent Investor Rev Ed.,Benjamin Graham,4.4,9339.0,18290,The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions,17 hours and 48 minutes,",#7 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Personal Finance,#1 in Investing & Trading,#4 in Analysis & Strategy",1068,"['Personal Finance', 'Investing & Trading', 'Analysis & Strategy']",Personal Finance,The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions Personal Finance Benjamin Graham
Hopeless,Colleen Hoover,4.6,9230.0,836,"Would you rather know a truth that makes you feel hopeless, or keep believing the lies? Beloved and bestselling author Colleen Hoover returns with the spellbinding story of two young people with devastating pasts who embark on a passionate, intriguing journey to discover the lessons of life, love, trust--and above all, the healing power that only truth can bring.",12 hours and 34 minutes,",#2,216 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#71 in Contemporary Romance (Audible Audiobooks & Originals),#4,186 in Contemporary Fiction (Books),#4,519 in Romance (Books)",754,[],Other,"Would you rather know a truth that makes you feel hopeless, or keep believing the lies? Beloved and bestselling author Colleen Hoover returns with the spellbinding story of two young people with devastating pasts who embark on a passionate, intriguing journey to discover the lessons of life, love, trust--and above all, the healing power that only truth can bring. Other Colleen Hoover"
The Art of War,Sun Tzu,4.2,9217.0,333,"The 13 chapters of The Art of War, each devoted to one aspect of warfare, were compiled by the high-ranking Chinese military general, strategist, and philosopher Sun-Tzu. In spite of its battlefield specificity, The Art of War has found new life in the modern age, with leaders in fields as wide and far-reaching as world politics, human psychology, and corporate strategy finding valuable insight in its timeworn words.",1 hour and 7 minutes,",#86 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Eastern Philosophy,#4 in Leadership,#151 in Analysis & Strategy",67,"['Eastern Philosophy', 'Leadership', 'Analysis & Strategy']",Eastern Philosophy,"The 13 chapters of The Art of War, each devoted to one aspect of warfare, were compiled by the high-ranking Chinese military general, strategist, and philosopher Sun-Tzu. In spite of its battlefield specificity, The Art of War has found new life in the modern age, with leaders in fields as wide and far-reaching as world politics, human psychology, and corporate strategy finding valuable insight in Eastern Philosophy Sun Tzu"
Stillhouse Lake,Rachel Caine,4.5,9068.0,1005,An Amazon Charts and USA Today bestseller.,10 hours and 4 minutes,",#4,976 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#42 in Psychological Fiction,#78 in Psychological Thrillers,#109 in Women's Fiction",604,"['Psychological Fiction', 'Psychological Thrillers', ""Women's Fiction""]",Psychological Fiction,An Amazon Charts and USA Today bestseller. Psychological Fiction Rachel Caine
Fall of Giants,Ken Follett,4.5,9044.0,323,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Ken Follett"
"Wrecking Ball: Diary of a Wimpy Kid, Book 14",Jeff Kinney,4.7,9033.0,410,Brought to you by Penguin.,2 hours and 8 minutes,",#534 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Humorous Fiction for Children,#9 in Family Life Fiction for Children,#9 in Audiobooks on Family Life for Children",128,"['Humorous Fiction for Children', 'Family Life Fiction for Children', 'Audiobooks on Family Life for Children']",Humorous Fiction for Children,Brought to you by Penguin. Humorous Fiction for Children Jeff Kinney
"Bared to You: A Crossfire Novel, Book 1",Sylvia Day,4.3,8799.0,469,Please note: This audiobook contains graphic adult content.,11 hours and 32 minutes,",#2,065 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Erotic Romance,#9 in Romantic Suspense (Audible Audiobooks & Originals),#48 in Women's Fiction",692,"['Erotic Romance', ""Women's Fiction""]",Erotic Romance,Please note: This audiobook contains graphic adult content. Erotic Romance Sylvia Day
How Not to Die: Discover the foods scientifically proven to prevent and reverse disease,Dr Michael Greger,4.7,8421.0,323,The Sunday Times best seller.,-1,-1,0,[],Other,The Sunday Times best seller. Other Dr Michael Greger
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.5,8360.0,888,Brought to you by Penguin.,10 hours and 39 minutes,",#233 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Relationships,#18 in Psychology (Audible Audiobooks & Originals),#2,672 in Textbooks & Study Guides",639,['Relationships'],Relationships,Brought to you by Penguin. Relationships Susan Cain
